FREQ,TIME_FORMAT,TIME_PERIOD,EXPEND,UNIT,GEO,OBS_STATUS,OBS_VALUE,FREQ_DESC,TIME_FORMAT_DESC,TIME_PERIOD_DESC,OBS_STATUS_DESC,EXPEND_DESC,UNIT_DESC,GEO_DESC
A,P1Y,2015,INV_VEN,PC_GDP,CZ,,0.002,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Czechia
A,P1Y,2007,INV_VEN,PC_GDP,DE,,0.034,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Germany
A,P1Y,2008,INV_VEN,PC_GDP,DE,,0.039,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Germany
A,P1Y,2009,INV_VEN,PC_GDP,DE,,0.029,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Germany
A,P1Y,2010,INV_VEN,PC_GDP,DE,,0.029,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Germany
A,P1Y,2011,INV_VEN,PC_GDP,DE,,0.029,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Germany
A,P1Y,2012,INV_VEN,PC_GDP,DE,,0.021,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Germany
A,P1Y,2013,INV_VEN,PC_GDP,DE,,0.023,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Germany
A,P1Y,2014,INV_VEN,PC_GDP,DE,,0.021,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Germany
A,P1Y,2015,INV_VEN,PC_GDP,DE,,0.025,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Germany
A,P1Y,2007,INV_VEN,PC_GDP,DK,,0.092,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Denmark
A,P1Y,2008,INV_VEN,PC_GDP,DK,,0.074,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Denmark
A,P1Y,2009,INV_VEN,PC_GDP,DK,,0.051,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Denmark
A,P1Y,2010,INV_VEN,PC_GDP,DK,,0.059,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Denmark
A,P1Y,2011,INV_VEN,PC_GDP,DK,,0.067,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Denmark
A,P1Y,2012,INV_VEN,PC_GDP,DK,,0.07,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Denmark
A,P1Y,2013,INV_VEN,PC_GDP,DK,,0.078,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Denmark
A,P1Y,2014,INV_VEN,PC_GDP,DK,,0.075,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Denmark
A,P1Y,2015,INV_VEN,PC_GDP,DK,,0.109,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Denmark
A,P1Y,2007,INV_VEN,PC_GDP,EL,,0,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Greece
A,P1Y,2008,INV_VEN,PC_GDP,EL,,0.002,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Greece
A,P1Y,2009,INV_VEN,PC_GDP,EL,,0.006,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Greece
A,P1Y,2010,INV_VEN,PC_GDP,EL,,0.002,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Greece
A,P1Y,2011,INV_VEN,PC_GDP,EL,,0.004,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Greece
A,P1Y,2012,INV_VEN,PC_GDP,EL,,0,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Greece
A,P1Y,2013,INV_VEN,PC_GDP,EL,,0.001,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Greece
A,P1Y,2014,INV_VEN,PC_GDP,EL,,0,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Greece
A,P1Y,2015,INV_VEN,PC_GDP,EL,,0,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Greece
A,P1Y,2007,INV_VEN,PC_GDP,ES,,0.034,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Spain
A,P1Y,2008,INV_VEN,PC_GDP,ES,,0.044,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Spain
A,P1Y,2009,INV_VEN,PC_GDP,ES,,0.013,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Spain
A,P1Y,2010,INV_VEN,PC_GDP,ES,,0.01,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Spain
A,P1Y,2011,INV_VEN,PC_GDP,ES,,0.012,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Spain
A,P1Y,2012,INV_VEN,PC_GDP,ES,,0.009,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Spain
A,P1Y,2013,INV_VEN,PC_GDP,ES,,0.008,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Spain
A,P1Y,2014,INV_VEN,PC_GDP,ES,,0.008,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Spain
A,P1Y,2015,INV_VEN,PC_GDP,ES,,0.01,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Spain
A,P1Y,2007,INV_VEN,PC_GDP,FI,,0.07,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Finland
A,P1Y,2008,INV_VEN,PC_GDP,FI,,0.059,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Finland
A,P1Y,2009,INV_VEN,PC_GDP,FI,,0.048,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Finland
A,P1Y,2010,INV_VEN,PC_GDP,FI,,0.053,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Finland
A,P1Y,2011,INV_VEN,PC_GDP,FI,,0.039,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Finland
A,P1Y,2012,INV_VEN,PC_GDP,FI,,0.04,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Finland
A,P1Y,2013,INV_VEN,PC_GDP,FI,,0.049,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Finland
A,P1Y,2014,INV_VEN,PC_GDP,FI,,0.049,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Finland
A,P1Y,2015,INV_VEN,PC_GDP,FI,,0.047,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Finland
A,P1Y,2007,INV_VEN,PC_GDP,FR,,0.049,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,France
A,P1Y,2008,INV_VEN,PC_GDP,FR,,0.057,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,France
A,P1Y,2009,INV_VEN,PC_GDP,FR,,0.048,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,France
A,P1Y,2010,INV_VEN,PC_GDP,FR,,0.042,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,France
A,P1Y,2011,INV_VEN,PC_GDP,FR,,0.035,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,France
A,P1Y,2012,INV_VEN,PC_GDP,FR,,0.032,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,France
A,P1Y,2013,INV_VEN,PC_GDP,FR,,0.037,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,France
A,P1Y,2014,INV_VEN,PC_GDP,FR,,0.035,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,France
A,P1Y,2015,INV_VEN,PC_GDP,FR,,0.034,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,France
A,P1Y,2007,INV_VEN,PC_GDP,HU,,0.006,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Hungary
A,P1Y,2008,INV_VEN,PC_GDP,HU,,0.01,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Hungary
A,P1Y,2009,INV_VEN,PC_GDP,HU,,0.001,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Hungary
A,P1Y,2010,INV_VEN,PC_GDP,HU,,0.018,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Hungary
A,P1Y,2011,INV_VEN,PC_GDP,HU,,0.03,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Hungary
A,P1Y,2012,INV_VEN,PC_GDP,HU,,0.068,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Hungary
A,P1Y,2013,INV_VEN,PC_GDP,HU,,0.017,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Hungary
A,P1Y,2014,INV_VEN,PC_GDP,HU,,0.029,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Hungary
A,P1Y,2015,INV_VEN,PC_GDP,HU,,0.022,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Hungary
A,P1Y,2007,INV_VEN,PC_GDP,IE,,0.034,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Ireland
A,P1Y,2008,INV_VEN,PC_GDP,IE,,0.025,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Ireland
A,P1Y,2009,INV_VEN,PC_GDP,IE,,0.027,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Ireland
A,P1Y,2010,INV_VEN,PC_GDP,IE,,0.017,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Ireland
A,P1Y,2011,INV_VEN,PC_GDP,IE,,0.024,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Ireland
A,P1Y,2012,INV_VEN,PC_GDP,IE,,0.043,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Ireland
A,P1Y,2013,INV_VEN,PC_GDP,IE,,0.048,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Ireland
A,P1Y,2014,INV_VEN,PC_GDP,IE,,0.034,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Ireland
A,P1Y,2015,INV_VEN,PC_GDP,IE,,0.041,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Ireland
A,P1Y,2007,INV_VEN,PC_GDP,IT,,0.007,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Italy
A,P1Y,2008,INV_VEN,PC_GDP,IT,,0.004,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Italy
A,P1Y,2009,INV_VEN,PC_GDP,IT,,0.004,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Italy
A,P1Y,2010,INV_VEN,PC_GDP,IT,,0.004,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Italy
A,P1Y,2011,INV_VEN,PC_GDP,IT,,0.003,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Italy
A,P1Y,2012,INV_VEN,PC_GDP,IT,,0.004,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Italy
A,P1Y,2013,INV_VEN,PC_GDP,IT,,0.003,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Italy
A,P1Y,2014,INV_VEN,PC_GDP,IT,,0.002,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Italy
A,P1Y,2015,INV_VEN,PC_GDP,IT,,0.002,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Italy
A,P1Y,2007,INV_VEN,PC_GDP,LU,,0.105,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Luxembourg
A,P1Y,2008,INV_VEN,PC_GDP,LU,,0.189,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Luxembourg
A,P1Y,2009,INV_VEN,PC_GDP,LU,,0.134,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Luxembourg
A,P1Y,2010,INV_VEN,PC_GDP,LU,,0.111,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Luxembourg
A,P1Y,2011,INV_VEN,PC_GDP,LU,,0.26,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Luxembourg
A,P1Y,2012,INV_VEN,PC_GDP,LU,,0.117,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Luxembourg
A,P1Y,2013,INV_VEN,PC_GDP,LU,,0.09,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Luxembourg
A,P1Y,2014,INV_VEN,PC_GDP,LU,,0.073,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Luxembourg
A,P1Y,2015,INV_VEN,PC_GDP,LU,,0.079,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Luxembourg
A,P1Y,2007,INV_VEN,PC_GDP,NL,,0.05,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Netherlands
A,P1Y,2008,INV_VEN,PC_GDP,NL,,0.038,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Netherlands
A,P1Y,2009,INV_VEN,PC_GDP,NL,,0.028,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Netherlands
A,P1Y,2010,INV_VEN,PC_GDP,NL,,0.026,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Netherlands
A,P1Y,2011,INV_VEN,PC_GDP,NL,,0.029,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Netherlands
A,P1Y,2012,INV_VEN,PC_GDP,NL,,0.026,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Netherlands
A,P1Y,2013,INV_VEN,PC_GDP,NL,,0.024,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Netherlands
A,P1Y,2014,INV_VEN,PC_GDP,NL,,0.029,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Netherlands
A,P1Y,2015,INV_VEN,PC_GDP,NL,,0.032,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Netherlands
A,P1Y,2009,INV_VEN,NR_COMP,NL,,209,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Netherlands
A,P1Y,2010,INV_VEN,NR_COMP,NL,,190,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Netherlands
A,P1Y,2011,INV_VEN,NR_COMP,NL,,191,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Netherlands
A,P1Y,2012,INV_VEN,NR_COMP,NL,,190,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Netherlands
A,P1Y,2013,INV_VEN,NR_COMP,NL,,213,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Netherlands
A,P1Y,2014,INV_VEN,NR_COMP,NL,,249,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Netherlands
A,P1Y,2015,INV_VEN,NR_COMP,NL,,231,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Netherlands
A,P1Y,2007,INV_VEN,NR_COMP,PL,,23,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Poland
A,P1Y,2008,INV_VEN,NR_COMP,PL,,43,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Poland
A,P1Y,2009,INV_VEN,NR_COMP,PL,,7,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Poland
A,P1Y,2010,INV_VEN,NR_COMP,PL,,12,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Poland
A,P1Y,2011,INV_VEN,NR_COMP,PL,,26,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Poland
A,P1Y,2012,INV_VEN,NR_COMP,PL,,29,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Poland
A,P1Y,2013,INV_VEN,NR_COMP,PL,,62,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Poland
A,P1Y,2014,INV_VEN,NR_COMP,PL,,47,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Poland
A,P1Y,2015,INV_VEN,NR_COMP,PL,,64,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Poland
A,P1Y,2007,INV_VEN,NR_COMP,PT,,58,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Portugal
A,P1Y,2008,INV_VEN,NR_COMP,PT,,122,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Portugal
A,P1Y,2009,INV_VEN,NR_COMP,PT,,66,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Portugal
A,P1Y,2010,INV_VEN,NR_COMP,PT,,44,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Portugal
A,P1Y,2011,INV_VEN,NR_COMP,PT,,33,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Portugal
A,P1Y,2012,INV_VEN,NR_COMP,PT,,58,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Portugal
A,P1Y,2013,INV_VEN,NR_COMP,PT,,83,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Portugal
A,P1Y,2014,INV_VEN,NR_COMP,PT,,98,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Portugal
A,P1Y,2015,INV_VEN,NR_COMP,PT,,112,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Portugal
A,P1Y,2007,INV_VEN,NR_COMP,RO,,1,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Romania
A,P1Y,2008,INV_VEN,NR_COMP,RO,,2,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Romania
A,P1Y,2009,INV_VEN,NR_COMP,RO,,1,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Romania
A,P1Y,2010,INV_VEN,NR_COMP,RO,,0,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Romania
A,P1Y,2011,INV_VEN,NR_COMP,RO,,0,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Romania
A,P1Y,2012,INV_VEN,NR_COMP,RO,,0,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Romania
A,P1Y,2013,INV_VEN,NR_COMP,RO,,1,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Romania
